clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,min_temp,min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd,airport
53,2013-05-03,4.1,53,425,326,123,925,954,15.6,1367593200,9.5,100,8.1,1367586000,8.9,1367636400,0.0,0.0,1029,final,61,1030,0.0,0.0,322,1281,10199,7814,7724,11.7,1367553600,100,10.4,4.0,JFK
25,2013-05-04,5.1,54,426,327,123,925,956,17.2,1367676000,9.6,130,7.6,1367694000,7.8,1367658000,0.0,0.0,1025,final,66,1026,0.0,0.0,327,1285,10228,7848,7848,11.5,1367640000,130,10.0,3.9,JFK
36,2013-05-05,4.1,54,427,328,123,925,958,13.9,1367776800,8.5,87,8.9,1367780400,6.7,1367744400,0.0,0.0,1024,final,67,1025,0.0,0.0,326,1289,10258,7882,7822,10.1,1367726400,87,9.4,4.5,JFK
78,2013-05-06,7.0,54,429,330,123,925,960,16.1,1367866800,7.1,95,5.8,1367874000,7.8,1367812800,0.0,0.0,1022,final,73,1023,0.0,0.0,225,1293,10287,7915,5402,11.9,1367812800,95,7.2,2.6,JFK
76,2013-05-07,11.1,54,430,331,123,925,962,21.7,1367949600,4.0,88,8.1,1367953200,9.4,1367917200,0.0,0.0,1019,final,78,1020,0.0,0.0,125,1297,10314,7948,3004,15.0,1367899200,88,8.1,3.6,JFK
91,2013-05-08,13.4,54,431,332,123,925,964,17.0,1368025200,4.2,111,9.8,1368032400,13.9,1368061200,17.5,17.5,1016,final,87,1017,0.0,0.0,131,1300,10341,7979,3140,15.5,1367985600,111,11.3,4.5,JFK
87,2013-05-09,12.8,54,432,334,123,925,965,21.0,1368122400,4.7,167,6.3,1368126000,12.8,1368086400,6.5,6.5,1013,final,86,1014,0.0,0.0,155,1303,10367,8010,3729,15.2,1368072000,167,6.7,3.4,JFK
65,2013-05-10,12.5,54,433,335,123,925,967,24.4,1368205200,9.4,209,8.9,1368223200,12.2,1368172800,0.0,0.0,1014,final,74,1014,0.0,0.0,250,1307,10392,8041,6008,17.5,1368158400,209,10.2,4.3,JFK
92,2013-05-11,14.3,55,434,336,123,925,969,17.0,1368295200,3.3,184,11.6,1368284400,15.0,1368280800,13.5,13.5,1008,final,90,1009,0.0,0.0,98,1310,10416,8070,2352,16.0,1368244800,184,14.9,6.1,JFK
64,2013-05-12,4.3,55,435,337,123,925,970,20.6,1368378000,8.9,276,14.8,1368410400,11.7,1368414000,0.0,0.0,1006,final,49,1007,0.0,0.0,316,1314,10439,8099,7580,16.7,1368331200,276,20.1,8.0,JFK
51,2013-05-13,-3.8,55,436,339,123,925,972,13.3,1368464400,3.5,294,10.7,1368460800,8.3,1368435600,0.0,0.0,1015,final,36,1016,0.0,0.0,216,1319,10463,8127,5173,11.0,1368417600,294,12.9,7.5,JFK
34,2013-05-14,-0.6000000000000001,55,437,340,123,925,973,15.6,1368561600,6.0,271,9.8,1368565200,6.7,1368522000,0.0,0.0,1018,final,47,1019,0.0,0.0,192,1323,10487,8155,4606,10.9,1368504000,271,11.3,5.2,JFK
77,2013-05-15,8.7,55,438,341,123,925,975,16.7,1368655200,6.3,179,9.8,1368644400,10.0,1368594000,0.5,0.5,1011,final,72,1012,0.0,0.0,242,1327,10513,8182,5799,13.7,1368590400,179,11.4,5.3,JFK
67,2013-05-16,10.1,55,439,342,123,925,976,22.8,1368723600,8.2,223,9.8,1368745200,13.9,1368684000,0.0,0.0,1007,final,64,1008,0.0,0.0,203,1330,10539,8208,4871,17.7,1368676800,223,12.4,3.7,JFK
68,2013-05-17,3.7,56,440,343,123,925,977,22.8,1368820800,6.1,272,9.8,1368770400,14.4,1368846000,0.0,0.0,1016,final,39,1017,0.0,0.0,191,1334,10565,8234,4595,18.4,1368763200,272,11.9,4.0,JFK
91,2013-05-18,10.0,56,441,344,123,925,979,16.7,1368892800,3.3,158,6.3,1368925200,12.8,1368864000,0.5,0.5,1024,final,74,1025,0.0,0.0,97,1338,10591,8259,2322,14.6,1368849600,158,8.0,2.4,JFK
100,2013-05-19,12.2,56,442,345,123,925,980,14.0,1369000800,3.1,127,9.4,1368986400,12.8,1368946800,2.5,2.5,1024,final,91,1025,0.0,0.0,64,1341,10616,8283,1530,13.7,1368936000,127,10.7,4.9,JFK
84,2013-05-20,15.4,56,443,346,123,925,981,21.7,1369069200,3.2,189,7.2,1369083600,13.9,1369022400,0.0,0.0,1017,final,90,1018,0.0,0.0,90,1344,10641,8307,2172,17.1,1369022400,189,7.8,2.8,JFK
62,2013-05-21,17.0,56,444,347,123,925,982,24.4,1369159200,8.4,191,9.8,1369170000,16.0,1369119600,0.0,0.0,1012,final,85,1013,0.0,0.0,298,1347,10666,8330,7153,19.8,1369108800,191,10.8,4.0,JFK
93,2013-05-22,16.2,56,445,348,123,925,983,22.0,1369252800,3.2,153,8.1,1369270800,15.0,1369227600,2.5,2.5,1011,final,87,1012,0.0,0.0,86,1350,10689,8352,2057,18.4,1369195200,153,16.9,3.5,JFK
87,2013-05-23,16.3,56,446,349,123,925,984,21.7,1369324800,8.0,179,13.9,1369335600,16.7,1369288800,12.5,12.5,1010,final,90,1011,0.0,0.0,190,1353,10712,8373,4556,17.9,1369281600,179,16.6,7.9,JFK
98,2013-05-24,11.5,56,447,350,123,925,985,21.0,1369404000,3.2,276,11.2,1369418400,7.8,1369450800,8.5,8.5,1008,final,85,1009,0.0,0.0,78,1355,10734,8394,1862,14.0,1369368000,276,14.4,6.1,JFK
96,2013-05-25,4.4,57,448,351,123,925,986,13.9,1369508400,3.2,315,17.0,1369508400,7.2,1369468800,14.0,14.0,1012,final,70,1013,0.0,0.0,89,1358,10755,8414,2134,9.9,1369454400,315,21.8,9.6,JFK
56,2013-05-26,0.8,57,449,351,123,925,987,20.0,1369591200,4.2,308,13.4,1369580400,9.4,1369548000,0.0,0.0,1016,final,42,1017,0.0,0.0,237,1360,10775,8433,5698,14.5,1369540800,308,19.7,8.3,JFK
34,2013-05-27,4.3,57,450,352,123,925,988,20.6,1369670400,9.6,223,9.8,1369688400,10.0,1369641600,0.0,0.0,1021,final,50,1022,0.0,0.0,352,1363,10794,8451,8442,15.2,1369627200,223,10.9,5.0,JFK
98,2013-05-28,10.8,57,450,353,123,925,989,19.4,1369749600,3.2,152,5.8,1369782000,12.2,1369728000,5.5,5.5,1021,final,78,1022,0.0,0.0,82,1365,10812,8469,1965,14.7,1369713600,152,5.6,2.5,JFK
87,2013-05-29,15.0,57,451,354,123,925,989,22.8,1369857600,3.4,147,6.3,1369839600,13.9,1369814400,0.0,0.0,1017,final,83,1018,0.0,0.0,126,1367,10829,8486,3017,18.0,1369800000,147,7.2,2.1,JFK
44,2013-05-30,17.0,57,452,354,123,924,990,29.4,1369929600,7.5,207,10.3,1369947600,17.2,1369893600,0.0,0.0,1018,final,73,1019,0.0,0.0,348,1369,10846,8502,8354,22.4,1369886400,207,10.3,3.8,JFK
42,2013-05-31,17.6,57,453,355,124,924,991,28.9,1370016000,8.4,205,9.8,1370034000,18.9,1370055600,0.0,0.0,1017,final,72,1018,0.0,0.0,296,1371,10861,8517,7108,23.1,1369972800,205,10.3,4.5,JFK
38,2013-06-01,17.2,57,453,355,124,924,991,25.0,1370098800,10.0,188,11.6,1370124000,17.8,1370073600,0.0,0.0,1014,final,78,1015,0.0,0.0,353,1372,10876,8531,8482,21.4,1370059200,188,14.4,5.1,JFK
58,2013-06-02,16.4,57,454,356,124,924,992,22.8,1370185200,9.8,187,11.2,1370206800,17.2,1370156400,3.0,3.0,1010,final,81,1011,0.0,0.0,326,1374,10889,8545,7822,19.8,1370145600,187,13.7,5.9,JFK
92,2013-06-03,17.6,57,454,357,124,924,992,24.4,1370278800,4.6,205,8.9,1370314800,17.8,1370260800,28.0,28.0,1009,final,87,1010,0.0,0.0,114,1376,10902,8558,2726,20.1,1370232000,205,9.9,3.4,JFK
54,2013-06-04,5.6,57,455,357,124,924,993,23.9,1370376000,9.9,307,10.3,1370347200,15.0,1370336400,0.0,0.0,1015,final,42,1016,0.0,0.0,357,1377,10914,8570,8568,19.2,1370318400,307,12.9,6.0,JFK
77,2013-06-05,6.1,57,455,358,124,924,993,21.1,1370455200,7.6,148,7.6,1370458800,13.9,1370422800,0.0,0.0,1020,final,48,1021,0.0,0.0,285,1378,10925,8581,6839,17.9,1370404800,148,8.0,4.2,JFK
85,2013-06-06,13.1,57,456,358,124,924,994,20.6,1370538000,5.2,121,9.4,1370545200,14.4,1370494800,1.0,1.0,1018,final,77,1019,0.0,0.0,127,1380,10935,8592,3040,17.4,1370491200,121,10.0,4.4,JFK
100,2013-06-07,15.4,58,456,358,124,924,994,17.8,1370631600,3.3,71,9.8,1370617200,15.6,1370592000,42.0,42.0,1009,final,94,1010,0.0,0.0,36,1381,10945,8602,860,16.4,1370577600,71,12.4,6.0,JFK
84,2013-06-08,15.3,58,456,359,124,924,994,23.9,1370710800,3.5,221,11.2,1370678400,13.9,1370682000,8.5,8.5,1009,final,79,1010,0.0,0.0,156,1382,10953,8611,3745,19.2,1370664000,221,12.9,5.3,JFK
66,2013-06-09,14.6,58,457,359,124,924,995,25.0,1370800800,4.2,229,7.2,1370811600,17.8,1370768400,0.0,0.0,1019,final,68,1020,0.0,0.0,207,1383,10961,8619,4971,21.2,1370750400,229,8.5,3.4,JFK
97,2013-06-10,17.1,58,457,359,124,923,995,20.6,1370872800,3.3,106,11.2,1370887200,17.8,1370894400,24.5,24.5,1017,final,91,1017,0.0,0.0,66,1383,10968,8626,1586,18.7,1370836800,106,13.9,4.3,JFK
77,2013-06-11,17.6,58,457,360,124,923,995,26.7,1370970000,8.5,234,11.6,1370988000,18.0,1370934000,7.5,7.5,1005,final,75,1006,0.0,0.0,313,1384,10974,8633,7517,22.8,1370923200,234,14.8,7.2,JFK
52,2013-06-12,11.0,58,457,360,123,923,995,25.0,1371060000,5.3,282,13.0,1371060000,18.9,1371031200,0.0,0.0,1007,final,50,1008,0.0,0.0,281,1385,10980,8638,6743,22.1,1371009600,282,15.7,7.0,JFK
95,2013-06-13,14.4,58,458,360,123,923,996,19.0,1371121200,3.3,126,13.0,1371178800,13.9,1371178800,29.5,29.5,1003,final,82,1004,0.0,0.0,71,1385,10985,8643,1699,17.6,1371096000,126,16.1,5.7,JFK
81,2013-06-14,11.2,58,458,360,123,923,996,21.7,1371232800,4.6,210,11.6,1371189600,12.2,1371189600,5.5,5.5,1006,final,72,1007,0.0,0.0,214,1386,10989,8648,5125,16.5,1371182400,210,15.3,6.2,JFK
38,2013-06-15,11.5,58,458,360,123,923,996,27.2,1371319200,10.1,275,8.1,1371333600,16.7,1371286800,0.0,0.0,1013,final,56,1014,0.0,0.0,355,1386,10992,8651,8520,21.4,1371268800,275,10.3,4.1,JFK
75,2013-06-16,15.7,58,458,361,123,923,996,26.7,1371420000,7.2,228,11.2,1371423600,17.2,1371373200,0.0,0.0,1011,final,70,1012,0.0,0.0,238,1386,10994,8654,5701,21.5,1371355200,228,14.5,4.7,JFK
73,2013-06-17,18.2,58,458,361,123,923,996,27.2,1371484800,9.2,209,8.9,1371495600,19.4,1371452400,0.0,0.0,1011,final,77,1012,0.0,0.0,348,1387,10996,8656,8357,22.6,1371441600,209,9.2,4.1,JFK
86,2013-06-18,18.0,58,458,361,123,923,996,25.0,1371571200,3.5,164,7.2,1371607200,18.9,1371610800,3.5,3.5,1010,final,83,1011,0.0,0.0,86,1387,10997,8657,2068,21.0,1371528000,164,10.0,2.6,JFK
61,2013-06-19,11.6,58,458,361,123,922,996,24.4,1371668400,9.9,105,9.8,1371646800,15.6,1371632400,0.0,0.0,1015,final,62,1016,0.0,0.0,358,1387,10997,8657,8589,19.8,1371614400,105,10.8,4.7,JFK
21,2013-06-20,12.7,58,458,361,123,922,996,22.8,1371758400,9.9,204,9.4,1371765600,15.6,1371708000,0.0,0.0,1023,final,65,1024,0.0,0.0,330,1387,10996,8656,7915,19.5,1371700800,204,10.7,5.0,JFK
48,2013-06-21,12.6,58,458,361,123,922,996,23.9,1371837600,7.5,206,9.4,1371848400,16.1,1371805200,0.0,0.0,1024,final,63,1025,0.0,0.0,242,1386,10995,8655,5802,20.1,1371787200,206,11.3,5.0,JFK
80,2013-06-22,15.1,58,458,361,123,922,995,24.4,1371920400,3.8,191,8.9,1371931200,16.1,1371884400,0.0,0.0,1023,final,73,1023,0.0,0.0,161,1386,10993,8653,3857,20.2,1371873600,191,9.9,4.4,JFK
70,2013-06-23,18.2,58,458,360,123,922,995,26.1,1372006800,4.2,200,11.6,1372014000,18.3,1371974400,0.0,0.0,1020,final,78,1021,0.0,0.0,177,1386,10990,8650,4245,22.2,1371960000,200,13.4,4.9,JFK
69,2013-06-24,20.2,58,458,360,123,922,995,32.0,1372093200,9.0,224,10.3,1372096800,21.0,1372050000,0.5,0.5,1016,final,74,1017,0.0,0.0,349,1385,10987,8647,8383,25.6,1372046400,224,8.8,4.7,JFK
71,2013-06-25,19.2,58,458,360,123,922,995,31.7,1372190400,8.3,233,14.3,1372204800,21.1,1372147200,0.0,0.0,1012,final,64,1012,0.0,0.0,331,1385,10982,8642,7949,26.7,1372132800,233,14.7,4.9,JFK
82,2013-06-26,19.3,58,457,360,123,922,994,29.3,1372276800,3.6,223,9.4,1372258800,22.8,1372302000,4.0,4.0,1009,final,68,1010,0.0,0.0,172,1384,10977,8637,4133,25.8,1372219200,223,11.7,5.0,JFK
84,2013-06-27,21.2,58,457,360,123,921,994,28.3,1372345200,3.9,180,11.2,1372384800,22.2,1372323600,12.5,12.5,1006,final,82,1007,0.0,0.0,157,1384,10972,8631,3771,24.6,1372305600,180,13.5,3.9,JFK
76,2013-06-28,20.6,58,457,359,123,921,994,27.8,1372438800,6.4,200,10.3,1372402800,21.7,1372410000,10.0,10.0,999,final,81,1000,0.0,0.0,310,1383,10965,8624,7441,24.1,1372392000,200,14.0,5.9,JFK
61,2013-06-29,19.9,58,457,359,123,921,993,26.1,1372528800,8.7,194,11.2,1372543200,21.1,1372489200,3.5,3.5,1001,final,81,1002,0.0,0.0,332,1382,10958,8617,7978,23.5,1372478400,194,14.2,5.3,JFK
92,2013-06-30,21.0,58,456,359,123,921,993,26.7,1372600800,3.3,166,8.1,1372622400,20.6,1372575600,0.5,0.5,1009,final,89,1010,0.0,0.0,109,1381,10950,8608,2623,22.9,1372564800,166,10.8,4.1,JFK
95,2013-07-01,21.3,57,456,358,123,921,992,24.4,1372705200,3.4,178,9.4,1372687200,21.7,1372669200,9.0,9.0,1014,final,92,1015,0.0,0.0,65,1380,10941,8599,1558,22.6,1372651200,178,12.8,5.2,JFK
91,2013-07-02,21.2,57,455,358,123,921,992,26.0,1372791600,3.3,187,9.4,1372795200,21.8,1372748400,3.5,3.5,1019,final,89,1020,0.0,0.0,104,1379,10932,8589,2504,23.1,1372737600,187,11.2,5.6,JFK
77,2013-07-03,21.1,57,455,357,123,921,991,26.7,1372867200,3.5,189,8.9,1372888800,21.1,1372838400,4.0,4.0,1022,final,87,1023,0.0,0.0,134,1377,10922,8579,3206,23.6,1372824000,189,10.8,4.4,JFK
53,2013-07-04,22.0,57,455,357,123,921,991,28.3,1372957200,7.0,197,8.9,1372964400,22.8,1372921200,0.0,0.0,1022,final,83,1023,0.0,0.0,339,1376,10911,8567,8131,25.1,1372910400,197,9.2,4.6,JFK
25,2013-07-05,21.9,57,454,356,123,921,990,30.0,1373040000,9.9,205,10.3,1373058000,22.8,1373011200,0.0,0.0,1021,final,78,1022,0.0,0.0,356,1375,10899,8555,8552,26.2,1372996800,205,8.5,4.6,JFK
48,2013-07-06,22.2,57,454,356,123,920,990,33.3,1373133600,4.2,218,8.9,1373130000,23.9,1373086800,0.0,0.0,1018,final,72,1019,0.0,0.0,242,1373,10886,8542,5820,28.0,1373083200,218,9.9,4.8,JFK
70,2013-07-07,22.2,57,453,355,123,920,989,30.0,1373223600,7.1,218,9.4,1373223600,25.6,1373187600,0.0,0.0,1015,final,70,1016,0.0,0.0,310,1371,10873,8529,7436,28.3,1373169600,218,7.4,4.7,JFK
64,2013-07-08,19.8,57,452,355,123,920,988,30.0,1373299200,9.7,233,9.8,1373320800,23.3,1373274000,0.0,0.0,1015,final,66,1016,0.0,0.0,322,1370,10858,8514,7718,26.8,1373256000,233,12.9,5.9,JFK
66,2013-07-09,20.5,57,452,354,123,920,987,29.4,1373385600,5.3,212,6.3,1373407200,22.8,1373360400,0.5,0.5,1016,final,72,1017,0.0,0.0,256,1368,10843,8499,6154,26.0,1373342400,212,9.9,4.5,JFK
83,2013-07-10,21.5,57,451,353,123,920,987,29.0,1373472000,3.3,196,8.9,1373490000,22.2,1373446800,10.5,10.5,1012,final,82,1013,0.0,0.0,109,1366,10827,8483,2608,24.9,1373428800,196,13.2,4.0,JFK
90,2013-07-11,20.0,57,450,353,123,920,986,30.6,1373572800,3.2,192,8.9,1373547600,23.3,1373522400,6.5,6.5,1010,final,72,1011,0.0,0.0,122,1364,10810,8466,2937,25.8,1373515200,192,8.0,3.2,JFK
97,2013-07-12,18.2,57,450,352,123,920,985,26.1,1373637600,3.2,49,7.6,1373634000,21.0,1373684400,5.0,5.0,1015,final,73,1016,0.0,0.0,103,1362,10792,8449,2480,23.6,1373601600,49,13.6,5.2,JFK
85,2013-07-13,22.1,57,449,351,123,919,984,28.9,1373734800,5.5,113,6.7,1373691600,21.1,1373688000,4.5,4.5,1022,final,86,1023,0.0,0.0,251,1360,10774,8430,6033,24.7,1373688000,113,12.8,3.6,JFK
69,2013-07-14,22.3,57,448,350,123,919,983,31.1,1373821200,8.5,194,9.4,1373839200,23.0,1373774400,0.0,0.0,1024,final,78,1025,0.0,0.0,331,1357,10754,8411,7954,26.8,1373774400,194,10.8,4.8,JFK
60,2013-07-15,21.5,56,447,350,123,919,982,35.0,1373918400,8.3,233,7.2,1373864400,25.6,1373868000,0.0,0.0,1021,final,62,1022,0.0,0.0,339,1355,10734,8392,8131,30.0,1373860800,233,7.2,3.2,JFK
47,2013-07-16,18.0,56,446,349,123,919,981,35.6,1373997600,10.1,275,7.6,1374001200,26.1,1373954400,0.0,0.0,1020,final,49,1021,0.0,0.0,348,1352,10712,8371,8362,30.8,1373947200,275,9.8,4.7,JFK
35,2013-07-17,19.7,56,445,348,123,919,980,35.0,1374073200,7.6,242,6.7,1374091200,26.1,1374112800,0.0,0.0,1019,final,55,1020,0.0,0.0,344,1350,10690,8350,8260,30.0,1374033600,242,7.6,3.2,JFK
44,2013-07-18,22.3,56,444,347,123,919,979,36.7,1374163200,8.7,239,8.1,1374177600,25.6,1374138000,0.0,0.0,1015,final,63,1016,0.0,0.0,324,1347,10666,8328,7764,30.6,1374120000,239,9.4,4.1,JFK
46,2013-07-19,24.2,56,443,346,123,919,977,34.4,1374249600,9.3,212,9.4,1374260400,26.7,1374224400,0.5,0.5,1011,final,71,1012,0.0,0.0,333,1344,10642,8305,7988,30.2,1374206400,212,12.8,5.2,JFK
81,2013-07-20,21.7,56,442,345,123,918,976,35.0,1374350400,3.2,241,12.5,1374361200,26.0,1374368400,10.5,10.5,1008,final,63,1008,0.0,0.0,116,1341,10616,8282,2782,29.8,1374292800,241,15.1,6.3,JFK
83,2013-07-21,19.0,56,441,344,122,918,975,31.1,1374426000,6.6,137,6.7,1374429600,23.9,1374454800,1.5,1.5,1012,final,63,1012,0.0,0.0,281,1338,10590,8258,6734,27.0,1374379200,137,7.2,3.8,JFK
85,2013-07-22,22.4,56,440,343,122,918,974,29.4,1374508800,4.1,98,6.7,1374505200,23.9,1374469200,2.0,2.0,1012,final,82,1012,0.0,0.0,127,1335,10562,8233,3055,25.8,1374465600,98,7.2,3.2,JFK
78,2013-07-23,22.1,55,439,342,122,918,972,29.4,1374606000,7.7,198,9.4,1374570000,23.0,1374573600,22.0,22.0,1003,final,78,1004,0.0,0.0,261,1331,10534,8207,6270,26.5,1374552000,198,11.4,4.7,JFK
72,2013-07-24,17.1,55,438,341,122,918,971,30.0,1374692400,3.6,284,7.2,1374699600,21.7,1374721200,0.0,0.0,1006,final,57,1007,0.0,0.0,141,1328,10504,8181,3377,26.8,1374638400,284,10.3,5.0,JFK
99,2013-07-25,12.5,55,436,340,122,918,969,21.6,1374724800,3.1,40,9.8,1374742800,17.8,1374807600,4.0,4.0,1015,final,66,1016,0.0,0.0,84,1324,10474,8154,2015,19.0,1374724800,40,12.3,6.1,JFK
76,2013-07-26,15.8,55,435,339,122,917,968,28.3,1374861600,7.0,174,8.1,1374886800,17.8,1374822000,0.0,0.0,1015,final,69,1016,0.0,0.0,315,1320,10442,8127,7563,22.2,1374811200,174,8.8,4.8,JFK
63,2013-07-27,18.6,55,434,337,122,917,966,27.2,1374951600,4.2,192,7.2,1374966000,20.0,1374915600,0.0,0.0,1016,final,76,1017,0.0,0.0,202,1316,10409,8098,4846,23.2,1374897600,192,9.6,3.9,JFK
76,2013-07-28,20.1,55,432,336,122,917,965,25.0,1375041600,3.6,156,8.1,1375038000,20.6,1374998400,0.0,0.0,1014,final,85,1015,0.0,0.0,129,1312,10376,8070,3108,22.8,1374984000,156,10.3,3.6,JFK
57,2013-07-29,17.4,54,431,335,122,917,963,28.9,1375124400,8.4,223,8.9,1375135200,21.7,1375088400,16.5,16.5,1015,final,65,1016,0.0,0.0,331,1308,10342,8040,7945,25.2,1375070400,223,8.3,3.8,JFK
40,2013-07-30,11.1,54,429,334,122,917,961,28.9,1375200000,7.6,316,7.6,1375225200,19.4,1375174800,0.0,0.0,1019,final,44,1020,0.0,0.0,198,1303,10307,8010,4745,24.6,1375156800,316,9.8,4.1,JFK
74,2013-07-31,14.3,54,428,332,122,916,960,27.8,1375293600,3.1,245,6.7,1375293600,20.0,1375261200,0.0,0.0,1018,final,56,1019,0.0,0.0,88,1299,10272,7979,2109,23.8,1375243200,245,7.2,3.6,JFK
97,2013-08-01,18.6,54,427,331,122,916,958,25.0,1375362000,3.0,175,9.4,1375365600,20.0,1375380000,10.0,10.0,1013,final,81,1014,0.0,0.0,80,1294,10237,7948,1926,22.1,1375329600,175,12.0,4.4,JFK
66,2013-08-02,17.6,54,425,330,122,916,956,29.4,1375466400,8.7,250,7.6,1375473600,20.6,1375434000,0.0,0.0,1010,final,67,1011,0.0,0.0,306,1289,10202,7916,7337,24.7,1375416000,250,9.6,4.4,JFK
83,2013-08-03,17.5,53,424,328,122,916,954,25.0,1375563600,4.8,247,7.6,1375560000,22.2,1375542000,2.5,2.5,1011,final,70,1012,0.0,0.0,172,1284,10168,7884,4138,23.2,1375502400,247,9.6,5.1,JFK
58,2013-08-04,11.9,53,422,327,122,916,952,28.3,1375646400,7.6,279,10.3,1375650000,19.4,1375606800,0.0,0.0,1011,final,49,1012,0.0,0.0,323,1278,10136,7851,7756,23.9,1375588800,279,11.7,4.7,JFK
45,2013-08-05,8.7,53,421,326,121,915,950,26.1,1375732800,8.3,288,7.6,1375747200,17.8,1375693200,0.0,0.0,1015,final,45,1016,0.0,0.0,318,1273,10108,7818,7623,21.9,1375675200,288,9.6,4.9,JFK
62,2013-08-06,13.7,53,420,324,121,915,948,26.1,1375812000,8.9,172,8.1,1375819200,18.3,1375783200,0.0,0.0,1018,final,59,1019,0.0,0.0,303,1267,10083,7785,7282,22.6,1375761600,172,8.7,3.9,JFK
90,2013-08-07,17.1,53,419,323,121,915,946,26.1,1375898400,2.9,150,8.9,1375909200,21.1,1375862400,0.0,0.0,1019,final,69,1020,0.0,0.0,97,1261,10063,7751,2334,23.3,1375848000,150,9.8,4.8,JFK
92,2013-08-08,21.1,52,419,322,121,915,943,27.2,1375981200,3.9,174,10.7,1375995600,21.0,1375948800,4.0,4.0,1017,final,88,1017,0.0,0.0,122,1256,10044,7717,2917,23.3,1375934400,174,11.8,5.9,JFK
90,2013-08-09,22.5,52,418,320,121,914,941,27.2,1376074800,3.0,194,10.7,1376060400,23.0,1376028000,6.5,6.5,1011,final,88,1012,0.0,0.0,89,1254,10025,7682,2133,24.6,1376020800,194,12.2,6.1,JFK
80,2013-08-10,15.6,52,417,319,121,914,939,28.3,1376161200,7.2,280,10.3,1376143200,22.2,1376125200,0.0,0.0,1013,final,55,1014,0.0,0.0,263,1251,10006,7647,6304,25.8,1376107200,280,9.9,4.6,JFK
61,2013-08-11,12.5,52,416,317,121,914,936,26.7,1376247600,6.3,149,7.2,1376254800,18.9,1376215200,0.0,0.0,1017,final,54,1018,0.0,0.0,291,1248,9986,7611,6993,22.7,1376193600,149,7.2,3.7,JFK
84,2013-08-12,19.9,52,415,316,121,913,934,26.1,1376334000,5.2,159,5.8,1376337600,20.6,1376308800,3.5,3.5,1015,final,82,1015,0.0,0.0,242,1245,9965,7574,5805,23.2,1376280000,159,5.6,2.5,JFK
89,2013-08-13,20.2,52,414,314,121,913,931,23.9,1376427600,6.1,153,6.3,1376409600,20.6,1376413200,13.5,13.5,1008,final,88,1009,0.0,0.0,155,1241,9944,7537,3720,22.3,1376366400,153,17.6,2.6,JFK
51,2013-08-14,9.8,52,413,312,121,913,929,24.4,1376510400,7.1,315,11.6,1376506800,16.7,1376474400,0.0,0.0,1010,final,50,1011,0.0,0.0,263,1238,9922,7499,6303,21.0,1376452800,315,14.4,7.3,JFK
50,2013-08-15,10.2,51,412,311,121,912,926,24.4,1376589600,7.0,268,8.9,1376593200,15.6,1376553600,0.0,0.0,1018,final,53,1019,0.0,0.0,297,1235,9899,7460,7119,20.5,1376539200,268,9.3,4.5,JFK
81,2013-08-16,12.4,51,412,309,120,912,924,26.1,1376676000,6.0,186,6.3,1376683200,17.8,1376647200,0.0,0.0,1020,final,58,1021,0.0,0.0,231,1231,9876,7421,5533,21.5,1376625600,186,6.8,3.0,JFK
69,2013-08-17,13.8,51,411,308,120,912,921,27.2,1376755200,7.5,193,5.8,1376758800,17.2,1376730000,0.0,0.0,1023,final,60,1024,0.0,0.0,178,1228,9852,7381,4280,22.2,1376712000,193,6.0,2.7,JFK
93,2013-08-18,14.7,51,409,306,120,911,918,25.0,1376845200,3.0,106,5.4,1376838000,18.9,1376812800,0.0,0.0,1022,final,65,1023,0.0,0.0,92,1224,9827,7340,2203,21.7,1376798400,106,6.0,1.9,JFK
85,2013-08-19,15.6,51,408,304,120,911,915,25.0,1376931600,2.8,240,9.8,1376938800,18.9,1376892000,0.0,0.0,1018,final,67,1019,0.0,0.0,79,1221,9802,7299,1886,22.1,1376884800,240,8.9,4.9,JFK
28,2013-08-20,18.5,51,407,302,120,911,912,28.9,1377014400,8.2,231,8.1,1377028800,20.0,1376989200,0.0,0.0,1018,final,72,1019,0.0,0.0,297,1217,9775,7257,7118,24.2,1376971200,231,8.1,3.7,JFK
43,2013-08-21,19.1,51,406,301,120,910,909,30.6,1377104400,8.2,218,7.6,1377115200,20.6,1377075600,0.0,0.0,1019,final,72,1020,0.0,0.0,283,1213,9748,7214,6801,25.1,1377057600,218,8.7,3.8,JFK
79,2013-08-22,20.8,50,405,299,120,910,906,26.0,1377190800,3.0,216,7.2,1377176400,22.2,1377219600,1.0,1.0,1014,final,86,1015,0.0,0.0,100,1209,9720,7171,2402,23.4,1377144000,216,8.0,3.3,JFK
74,2013-08-23,14.1,50,404,297,120,909,903,28.3,1377277200,2.7,266,9.8,1377259200,21.1,1377313200,0.0,0.0,1014,final,56,1014,0.0,0.0,112,1205,9691,7127,2698,24.5,1377230400,266,10.3,5.3,JFK
39,2013-08-24,12.1,50,403,295,119,909,900,26.1,1377363600,8.5,99,7.6,1377360000,17.8,1377338400,0.5,0.5,1024,final,57,1024,0.0,0.0,295,1201,9661,7083,7083,21.4,1377316800,99,9.3,4.2,JFK
